FID,IMOS_SITE_CODE,SOTS_YEAR,SOTS_DEPLOYMENT,DEPLOYMENT_VOYAGE,RETRIEVAL_VOYAGE,DEPLOYMENT_DATE,RETRIEVAL_DATE,SAMPLE_NUMBER,SAMPLE_DATE,SAMPLE_TIME,LONGITUDE,LATITUDE,TAXON_NAME,FAMILY,GENUS,SPECIES,TAXON_ECO_GROUP,CAAB_CODE,TAXON_START_DATE,CELL_PER_LITRE,BIOVOLUME_UM3_PER_L,SAMPLE_COMMENTS,STATION_PT
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5208,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,34,2011-02-03,2011-02-03T00:00Z,142.2566,-46.9347333,Gyrodinium spp.,Gymnodiniaceae,Gyrodinium,spp.,Dinoflagellate,52001905,2008-09-29,492,51006855.24,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5209,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,34,2011-02-03,2011-02-03T00:00Z,142.2566,-46.9347333,Guinardia cylindrus,Rhizosoleniaceae,Guinardia,cylindrus,Centric diatom,53105004,2012-03-01,1477,104402889.675,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_520a,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,34,2011-02-03,2011-02-03T00:00Z,142.2566,-46.9347333,Phaeocystis antarctica,Phaeocystaceae,Phaeocystis,antarctica,Flagellate,,,196988,22278799.113,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_520b,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,34,2011-02-03,2011-02-03T00:00Z,142.2566,-46.9347333,Tripos spp.,Ceratiaceae,Tripos,spp.,Dinoflagellate,52030900,2010-01-01,492,29520000,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_520c,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,34,2011-02-03,2011-02-03T00:00Z,142.2566,-46.9347333,Ciliate 30-40 µm,,,,Ciliate,,,9357,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_520d,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Choanoflagellatea,,,,Flagellate,,2008-09-29,13983,915184.437,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_520e,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Pyramimonas spp.,Pyramimonadaceae,Pyramimonas,spp.,Flagellate,,,179,5857.756,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_520f,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Ciliate 10-20 µm,,,,Ciliate,,,1613,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5210,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Plagiotropis gaussii,Plagiotropidaceae,Plagiotropis,gausii,Pennate diatom,,,179,13373960.687,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5211,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Unid dinoflagellate 10 - 30 µm,,,,Dinoflagellate,,2008-09-29,6991,43925711.38,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5212,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Pinus pollen,,,,Other,99000018,2008-09-29,896,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5213,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Tryblionella compressa,Bacillariaceae,Tryblionella,compressa,Pennate diatom,53270060,2008-09-29,538,1408479.517,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5214,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Unid dinoflagellate < 10 µm,,,,Dinoflagellate,,2008-09-29,538,162256.84,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5215,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Unid heterotroph 20-30 µm,,,,Other,,2008-09-29,6633,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5216,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Unid heterotroph 10-20 µm,,,,Other,,2008-09-29,10397,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5217,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Beads,,,,Other,,2010-01-01,9860,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5218,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Cryptophyta < 10 µm length,,,,Flagellate,,2008-09-29,1076,845087.71,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5219,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Ciliate 30-40 µm,,,,Ciliate,,,6274,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_521a,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Rhabdonella spp.,Rhabdonellidae,Rhabdonella,spp.,Ciliate,50570900,2010-01-01,538,70423975.833,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_521b,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Tripos fusus/extensus,Ceratiaceae,Tripos (Amphiceratium),fusus/extensus,Dinoflagellate,52030904,2008-09-29,179,1012220298,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_521c,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Gonyaulax striata,Gonyaulacaceae,Gonyaulax,striata,Dinoflagellate,52027000,,179,55887.916,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_521d,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Amphidinium spp.,Gymnodiniaceae,Amphidinium,spp.,Dinoflagellate,52001903,2008-09-29,359,1162847.901,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_521e,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Unid autotroph 10-20 µm,,,,Dinoflagellate,,2008-09-29,179,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_521f,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Oxytoxum spp.,Oxytoxaceae,Oxytoxum,spp.,Dinoflagellate,52051900,2008-09-29,3047,10768977.821,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5220,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Unid round green object < 5 µm,,,,Other,,2008-09-29,6691,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5221,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Phaeocystis antarctica,Phaeocystaceae,Phaeocystis,antarctica,Flagellate,,,71706,8109750.691,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5222,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Scrippsiella trochoidea,Peridiniaceae,Scrippsiella,trochoidea,Dinoflagellate,52042008,2008-09-29,2689,16143622.56,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5223,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Strombidium spp.,Strombidiidae,Strombidium,spp.,Ciliate,,2012-08-07,1434,3167606.292,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5224,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Navicula cf. 40-60 µm length,Naviculaceae,,,Pennate diatom,53255000,2012-03-01,538,1109625,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5225,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Gymnodinioid dinoflagellate 10-20 µm,Gymnodiniaceae,,,Dinoflagellate,52001000,2008-09-29,4123,3039584.667,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5226,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Mesodinium rubrum,Mesodiniidae,Mesodinium,rubrum,Ciliate,,2008-09-29,4302,16420871.019,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5227,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Centric diatom < 10 µm,,,,Centric diatom,,2008-09-29,2151,422347.506,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5228,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Protoperidinium spp.,Protoperidiniaceae,Protoperidinium,spp.,Dinoflagellate,52043902,2008-09-29,896,69178113.393,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5229,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Pennate diatom 25 - 50 µm,,,,Pennate diatom,99530004,2008-09-29,538,242100,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_522a,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Pterosperma polygonum,Pterospermataceae,Pterosperma,polygonum,Flagellate,56005001,2008-09-29,717,11184137.369,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_522b,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Gymnodinioid dinoflagellate 20-30 µm,Gymnodiniaceae,,,Dinoflagellate,52001000,2008-09-29,179,351465.381,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_522c,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Gyrodinium spp.,Gymnodiniaceae,Gyrodinium,spp.,Dinoflagellate,52001905,2008-09-29,717,74333160.99,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_522d,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,36,2011-02-12,2011-02-12T00:00Z,142.2566,-46.9347333,Flagellate <10 µm round,,,,Flagellate,50000001,2008-09-29,7171,469340.456,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_522e,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Gonyaulax striata,Gonyaulacaceae,Gonyaulax,striata,Dinoflagellate,52027000,,423,132070.327,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_522f,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Dictyocysta spp.,Dictyocystidae,Dictyocysta,spp.,Ciliate,50564900,2010-01-01,423,841631.961,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5230,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Tripos lineatus/pentagonus complex,Ceratiaceae,Tripos (Ceratium),lineatus/pentagonus,Dinoflagellate,,2008-09-29,423,7419650.183,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5231,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Steenstrupiella spp.,Tintinnidae,Steenstrupiella,spp.,Ciliate,50566000,2012-08-07,1270,11311137.716,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5232,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Ciliate 10-20 µm,,,,Ciliate,,,847,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5233,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Unid heterotroph 20-30 µm,,,,Other,,2008-09-29,10583,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5234,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Centric diatom < 10 µm,,,,Centric diatom,,2008-09-29,11853,2327329.142,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5235,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Phaeocystis antarctica,Phaeocystaceae,Phaeocystis,antarctica,Flagellate,,,169329,19150642.552,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5236,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Thalassiosira spp. 10-20 µm,Thalassiosiraceae,Thalassiosira,spp.,Centric diatom,99530009,2008-09-29,423,1328892.57,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5237,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Prorocentrum spp.,Prorocentraceae,Prorocentrum,spp.,Dinoflagellate,52070900,2008-09-29,423,865994.991,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5238,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Cylindrotheca closterium,Fragilariaceae,Cylindrotheca,closterium,Pennate diatom,53270002,2012-03-01,423,84600,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5239,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Unid round green object < 5 µm,,,,Other,,2008-09-29,4657,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_523a,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Oxytoxum spp.,Oxytoxaceae,Oxytoxum,spp.,Dinoflagellate,52051900,2008-09-29,3810,13465640.138,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_523b,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Amphidinium spp.,Gymnodiniaceae,Amphidinium,spp.,Dinoflagellate,52001903,2008-09-29,1270,4113695.916,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_523c,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Eutintinnus spp.,Tintinnidae,Eutintinnus,spp.,Ciliate,50566901,2010-01-01,423,14950041.413,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_523d,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Gyrodinium spp.,Gymnodiniaceae,Gyrodinium,spp.,Dinoflagellate,52001905,2008-09-29,3387,351138655.89,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_523e,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Guinardia cylindrus,Rhizosoleniaceae,Guinardia,cylindrus,Centric diatom,53105004,2012-03-01,1270,89770934.25,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_523f,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Unid heterotroph 10-20 µm,,,,Other,,2008-09-29,22436,,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5240,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Gymnodinioid dinoflagellate 10-20 µm,Gymnodiniaceae,,,Dinoflagellate,52001000,2008-09-29,5927,4369541.189,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5241,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Protoperidinium spp.,Protoperidiniaceae,Protoperidinium,spp.,Dinoflagellate,52043902,2008-09-29,847,65394935.316,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5242,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Unid dinoflagellate 10 - 30 µm,,,,Dinoflagellate,,2008-09-29,10583,66494893.94,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5243,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Pennate diatom 25 - 50 µm,,,,Pennate diatom,99530004,2008-09-29,2540,1143000,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5244,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Pseudo-nitzschia delicatissima complex <=3 µm,Bacillariaceae,Pseudo-nitzschia,delicatissima complex,Pennate diatom,99530016,2011-05-17,847,169400,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5245,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Chaetoceros peruvianus,Chaetocerotaceae,Chaetoceros (Phaeoceros),peruvianus,Centric diatom,53110037,2008-09-29,423,7973355.42,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5246,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Scrippsiella trochoidea,Peridiniaceae,Scrippsiella,trochoidea,Dinoflagellate,52042008,2008-09-29,2117,12709575.663,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5247,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Radiolarian,,,,Radiozoa,51340000,2010-01-01,847,443487.788,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5248,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Chaetoceros spp. < 10 µm cell width,Chaetocerotaceae,Chaetoceros,spp.,Centric diatom,53110901,2008-09-29,423,159467.108,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_5249,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Mesodinium rubrum,Mesodiniidae,Mesodinium,rubrum,Ciliate,,2008-09-29,2540,9695260.899,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_524a,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Plagiotropis gaussii,Plagiotropidaceae,Plagiotropis,gausii,Pennate diatom,,,423,31604387.546,,POINT (142.2566 -46.9347333)
PLANKTON_SOTS_PHYTOPLANKTON.fid--4da73967_172ec7f5dda_524b,SOTS_RAS,2010,SOTS_RAS2010PULSE_7,SS2010_V07,SS2011_V01,2010-09-09,,38,2011-02-21,2011-02-21T00:00Z,142.2566,-46.9347333,Dictyocha messanensis f. spinosa,Dictyochaceae,Dictyocha,messanensis f. spinosa,Silicoflagellate,,,423,1730328.867,,POINT (142.2566 -46.9347333)
